Age,Age Group,Attrition,Attrition Flag,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Income Group,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,Tenure Group,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
38,Mid-Career,No,0,Travel_Rarely,1495,Research & Development,4,2,Medical,1,1687,4,Female,87,3,1,Laboratory Technician,3,Married,3306,Low Income,26176,7,Y,No,19,3,4,80,1,7,5,2,0,New Employee,0,0,0
53,Senior,No,0,Travel_Rarely,1395,Research & Development,24,4,Medical,1,1689,2,Male,48,4,3,Healthcare Representative,4,Married,7005,Medium Income,3458,3,Y,No,15,3,3,80,0,11,2,3,4,Experienced,3,1,2
48,Senior,Yes,1,Travel_Frequently,708,Sales,7,2,Medical,1,1691,4,Female,95,3,1,Sales Representative,3,Married,2655,Low Income,11740,2,Y,Yes,11,3,3,80,2,19,3,3,9,Veteran,7,7,7
32,Mid-Career,Yes,1,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1,1692,4,Male,95,3,1,Laboratory Technician,2,Single,1393,Low Income,24852,1,Y,No,12,3,1,80,0,1,2,3,1,New Employee,0,0,0
26,Young,No,0,Non-Travel,786,Research & Development,7,3,Medical,1,1693,4,Male,76,3,1,Laboratory Technician,4,Single,2570,Low Income,11925,1,Y,No,20,4,3,80,0,7,5,3,7,Experienced,7,5,7
55,Senior,No,0,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,1694,1,Male,94,2,1,Research Scientist,2,Divorced,3537,Low Income,23737,5,Y,No,12,3,4,80,1,8,1,3,4,Experienced,2,1,2
34,Mid-Career,No,0,Travel_Rarely,1157,Research & Development,5,2,Medical,1,1696,2,Male,57,2,2,Laboratory Technician,4,Married,3986,Low Income,11912,1,Y,No,14,3,3,80,1,15,3,4,15,Veteran,10,4,13
60,Senior,No,0,Travel_Rarely,370,Research & Development,1,4,Medical,1,1697,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883,High Income,20467,3,Y,No,20,4,3,80,1,19,2,4,1,New Employee,0,0,0
33,Mid-Career,No,0,Travel_Rarely,267,Research & Development,21,3,Medical,1,1698,2,Male,79,4,1,Laboratory Technician,2,Married,2028,Low Income,13637,1,Y,No,18,3,4,80,3,14,6,3,14,Veteran,11,2,13
37,Mid-Career,No,0,Travel_Frequently,1278,Sales,1,4,Medical,1,1700,3,Male,31,1,2,Sales Executive,4,Divorced,9525,Medium Income,7677,1,Y,No,14,3,3,80,2,6,2,2,6,Experienced,3,1,3
34,Mid-Career,No,0,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1,1701,2,Female,35,2,1,Research Scientist,4,Married,2929,Low Income,20338,1,Y,No,12,3,2,80,0,10,3,3,10,Veteran,9,8,7
23,Young,Yes,1,Travel_Rarely,427,Sales,7,3,Life Sciences,1,1702,3,Male,99,3,1,Sales Representative,4,Divorced,2275,Low Income,25103,1,Y,Yes,21,4,2,80,1,3,2,3,3,Experienced,2,0,2
44,Mid-Career,No,0,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,1703,3,Female,96,4,3,Healthcare Representative,4,Married,7879,Medium Income,14810,1,Y,Yes,19,3,2,80,1,9,2,3,8,Veteran,7,6,7
35,Mid-Career,No,0,Travel_Frequently,146,Research & Development,2,4,Medical,1,1704,1,Male,79,2,1,Research Scientist,4,Single,4930,Low Income,13970,0,Y,Yes,14,3,3,80,0,6,2,4,5,Experienced,4,1,4
43,Mid-Career,No,0,Travel_Rarely,1179,Sales,2,3,Medical,1,1706,4,Male,73,3,2,Sales Executive,4,Married,7847,Medium Income,6069,1,Y,Yes,17,3,1,80,1,10,3,3,10,Veteran,9,8,8
24,Young,No,0,Travel_Rarely,581,Research & Development,9,3,Medical,1,1707,3,Male,62,4,1,Research Scientist,3,Married,4401,Low Income,17616,1,Y,No,16,3,4,80,1,5,1,3,5,Experienced,3,0,4
41,Mid-Career,No,0,Travel_Rarely,918,Sales,6,3,Marketing,1,1708,4,Male,35,3,3,Sales Executive,3,Single,9241,Medium Income,15869,1,Y,No,12,3,2,80,0,10,3,3,10,Veteran,8,8,7
29,Young,No,0,Travel_Rarely,1082,Research & Development,9,4,Medical,1,1709,4,Female,43,3,1,Laboratory Technician,3,Married,2974,Low Income,25412,9,Y,No,17,3,3,80,1,9,2,3,5,Experienced,3,1,2
36,Mid-Career,No,0,Travel_Rarely,530,Sales,2,4,Life Sciences,1,1710,3,Female,51,3,2,Sales Representative,4,Single,4502,Low Income,7439,3,Y,No,15,3,3,80,0,17,2,2,13,Veteran,7,6,7
45,Mid-Career,No,0,Non-Travel,1238,Research & Development,1,1,Life Sciences,1,1712,3,Male,74,2,3,Healthcare Representative,3,Married,10748,High Income,3395,3,Y,No,23,4,4,80,1,25,3,2,23,Veteran,15,14,4
24,Young,Yes,1,Travel_Rarely,240,Human Resources,22,1,Human Resources,1,1714,4,Male,58,1,1,Human Resources,3,Married,1555,Low Income,11585,1,Y,No,11,3,3,80,1,1,2,3,1,New Employee,0,0,0
47,Senior,Yes,1,Travel_Frequently,1093,Sales,9,3,Life Sciences,1,1716,3,Male,82,1,4,Sales Executive,3,Married,12936,High Income,24164,7,Y,No,11,3,3,80,0,25,3,1,23,Veteran,5,14,10
26,Young,No,0,Travel_Rarely,390,Research & Development,17,4,Medical,1,1718,4,Male,62,1,1,Laboratory Technician,3,Married,2305,Low Income,6217,1,Y,No,15,3,3,80,3,3,3,4,3,Experienced,2,0,2
45,Mid-Career,No,0,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1,1719,4,Female,48,2,4,Research Director,2,Single,16704,High Income,17119,1,Y,No,11,3,3,80,0,21,2,3,21,Veteran,6,8,6
32,Mid-Career,No,0,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,1720,1,Male,56,3,1,Research Scientist,3,Married,3433,Low Income,17360,6,Y,No,13,3,1,80,1,10,3,2,5,Experienced,2,1,3
31,Mid-Career,No,0,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1,1721,2,Male,69,3,1,Laboratory Technician,3,Married,3477,Low Income,18103,1,Y,No,14,3,4,80,1,6,2,4,5,Experienced,2,0,3
41,Mid-Career,No,0,Non-Travel,552,Human Resources,4,3,Human Resources,1,1722,3,Male,60,1,2,Human Resources,2,Married,6430,Medium Income,20794,6,Y,No,19,3,2,80,1,10,4,3,3,Experienced,2,1,2
40,Mid-Career,No,0,Travel_Rarely,369,Research & Development,8,2,Life Sciences,1,1724,2,Female,92,3,2,Manufacturing Director,1,Married,6516,Medium Income,5041,2,Y,Yes,16,3,2,80,1,18,3,3,1,New Employee,0,0,0
24,Young,No,0,Travel_Rarely,506,Research & Development,29,1,Medical,1,1725,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907,Low Income,3622,1,Y,No,13,3,2,80,3,6,2,4,6,Experienced,2,1,2
46,Senior,No,0,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1,1727,3,Male,34,3,2,Healthcare Representative,2,Single,5562,Medium Income,9697,6,Y,No,14,3,4,80,0,19,3,3,10,Veteran,7,0,9
35,Mid-Career,No,0,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1,1728,4,Male,49,3,2,Manufacturing Director,3,Married,6883,Medium Income,5151,2,Y,No,16,3,2,80,1,17,3,3,7,Experienced,7,0,7
30,Mid-Career,No,0,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1,1729,2,Male,33,3,1,Research Scientist,4,Married,2862,Low Income,3811,1,Y,No,12,3,2,80,1,10,2,2,10,Veteran,0,0,8
47,Senior,No,0,Non-Travel,543,Sales,2,4,Marketing,1,1731,3,Male,87,3,2,Sales Executive,2,Married,4978,Low Income,3536,7,Y,No,11,3,4,80,1,4,3,1,1,New Employee,0,0,0
46,Senior,No,0,Travel_Rarely,1277,Sales,2,3,Life Sciences,1,1732,3,Male,74,3,3,Sales Executive,4,Divorced,10368,High Income,5596,4,Y,Yes,12,3,2,80,1,13,5,2,10,Veteran,6,0,3
36,Mid-Career,Yes,1,Travel_Rarely,1456,Sales,13,5,Marketing,1,1733,2,Male,96,2,2,Sales Executive,1,Divorced,6134,Medium Income,8658,5,Y,Yes,13,3,2,80,3,16,3,3,2,New Employee,2,2,2
32,Mid-Career,Yes,1,Travel_Rarely,964,Sales,1,2,Life Sciences,1,1734,1,Male,34,1,2,Sales Executive,2,Single,6735,Medium Income,12147,6,Y,No,15,3,2,80,0,10,2,3,0,New Employee,0,0,0
23,Young,No,0,Travel_Rarely,160,Research & Development,4,1,Medical,1,1735,3,Female,51,3,1,Laboratory Technician,2,Single,3295,Low Income,12862,1,Y,No,13,3,3,80,0,3,3,1,3,Experienced,2,1,2
31,Mid-Career,No,0,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1,1736,4,Female,30,3,2,Manufacturing Director,4,Single,5238,Medium Income,6670,2,Y,No,20,4,4,80,0,9,3,2,5,Experienced,4,1,4
39,Mid-Career,No,0,Non-Travel,792,Research & Development,1,3,Life Sciences,1,1737,4,Male,77,3,2,Laboratory Technician,4,Married,6472,Medium Income,8989,1,Y,Yes,15,3,4,80,1,9,2,3,9,Veteran,8,5,8
32,Mid-Career,No,0,Travel_Rarely,371,Sales,19,3,Life Sciences,1,1739,4,Male,80,1,3,Sales Executive,3,Married,9610,Medium Income,3840,3,Y,No,13,3,3,80,1,10,2,1,4,Experienced,3,0,2
40,Mid-Career,No,0,Travel_Rarely,611,Sales,7,4,Medical,1,1740,2,Male,88,3,5,Manager,2,Single,19833,High Income,4349,1,Y,No,14,3,2,80,0,21,3,2,21,Veteran,8,12,8
45,Mid-Career,No,0,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1,1744,3,Female,56,1,3,Human Resources,3,Married,9756,Medium Income,6595,4,Y,No,21,4,3,80,2,9,2,4,5,Experienced,0,0,3
30,Mid-Career,No,0,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,1745,4,Female,78,2,1,Research Scientist,1,Single,4968,Low Income,26427,0,Y,No,16,3,4,80,0,10,2,3,9,Veteran,7,0,7
24,Young,No,0,Travel_Frequently,897,Human Resources,10,3,Medical,1,1746,1,Male,59,3,1,Human Resources,4,Married,2145,Low Income,2097,0,Y,No,14,3,4,80,1,3,2,3,2,New Employee,2,2,1
30,Mid-Career,Yes,1,Travel_Frequently,600,Human Resources,8,3,Human Resources,1,1747,3,Female,66,2,1,Human Resources,4,Divorced,2180,Low Income,9732,6,Y,No,11,3,3,80,1,6,0,2,4,Experienced,2,1,2
31,Mid-Career,No,0,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,1749,1,Male,51,3,2,Sales Executive,3,Married,8346,Medium Income,20943,1,Y,No,19,3,3,80,1,6,3,3,5,Experienced,2,0,2
27,Young,No,0,Travel_Rarely,1054,Research & Development,8,3,Medical,1,1751,3,Female,67,3,1,Research Scientist,4,Single,3445,Low Income,6152,1,Y,No,11,3,3,80,0,6,5,2,6,Experienced,2,1,4
29,Young,Yes,1,Travel_Rarely,428,Sales,9,3,Marketing,1,1752,2,Female,52,1,1,Sales Representative,2,Single,2760,Low Income,14630,1,Y,No,13,3,3,80,0,2,3,3,2,New Employee,2,2,2
29,Young,No,0,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1,1753,4,Male,70,4,2,Healthcare Representative,3,Single,6294,Medium Income,23060,8,Y,Yes,12,3,4,80,0,10,5,4,3,Experienced,2,0,2
30,Mid-Career,No,0,Travel_Rarely,979,Sales,15,2,Marketing,1,1754,3,Male,94,2,3,Sales Executive,1,Divorced,7140,Medium Income,3088,2,Y,No,11,3,1,80,1,12,2,3,7,Experienced,7,1,7
34,Mid-Career,No,0,Travel_Rarely,181,Research & Development,2,4,Medical,1,1755,4,Male,97,4,1,Research Scientist,4,Married,2932,Low Income,5586,0,Y,Yes,14,3,1,80,3,6,3,3,5,Experienced,0,1,2
33,Mid-Career,No,0,Non-Travel,1283,Sales,2,3,Marketing,1,1756,4,Female,62,3,2,Sales Executive,2,Single,5147,Medium Income,10697,8,Y,No,15,3,4,80,0,13,2,2,11,Veteran,7,1,7
49,Senior,No,0,Travel_Rarely,1313,Sales,11,4,Marketing,1,1757,4,Female,80,3,2,Sales Executive,4,Single,4507,Low Income,8191,3,Y,No,12,3,3,80,0,8,1,4,5,Experienced,1,0,4
33,Mid-Career,Yes,1,Travel_Rarely,211,Sales,16,3,Life Sciences,1,1758,1,Female,74,3,3,Sales Executive,1,Single,8564,Medium Income,10092,2,Y,Yes,20,4,3,80,0,11,2,2,0,New Employee,0,0,0
38,Mid-Career,No,0,Travel_Frequently,594,Research & Development,2,2,Medical,1,1760,3,Female,75,2,1,Laboratory Technician,2,Married,2468,Low Income,15963,4,Y,No,14,3,2,80,1,9,4,2,6,Experienced,1,0,5
31,Mid-Career,Yes,1,Travel_Rarely,1079,Sales,16,4,Marketing,1,1761,1,Male,70,3,3,Sales Executive,3,Married,8161,Medium Income,19002,2,Y,No,13,3,1,80,3,10,2,3,1,New Employee,0,0,0
29,Young,No,0,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1,1762,4,Female,91,2,1,Research Scientist,1,Divorced,2109,Low Income,10007,1,Y,No,13,3,3,80,1,1,2,3,1,New Employee,0,0,0
30,Mid-Career,No,0,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,1763,3,Male,58,4,2,Healthcare Representative,3,Married,5294,Medium Income,9128,3,Y,No,16,3,3,80,1,10,3,3,7,Experienced,0,1,7
32,Mid-Career,No,0,Non-Travel,953,Research & Development,5,4,Technical Degree,1,1764,2,Male,65,3,1,Research Scientist,2,Single,2718,Low Income,17674,2,Y,No,14,3,2,80,0,12,3,3,7,Experienced,7,0,7
38,Mid-Career,No,0,Travel_Rarely,833,Research & Development,18,3,Medical,1,1766,2,Male,60,1,2,Healthcare Representative,4,Married,5811,Medium Income,24539,3,Y,Yes,16,3,3,80,1,15,2,3,1,New Employee,0,1,0
43,Mid-Career,Yes,1,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1,1767,3,Male,38,2,1,Research Scientist,3,Married,2437,Low Income,15587,9,Y,Yes,16,3,4,80,1,6,4,3,1,New Employee,0,0,0
42,Mid-Career,No,0,Travel_Rarely,855,Research & Development,12,3,Medical,1,1768,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766,Low Income,8952,8,Y,No,22,4,2,80,3,7,6,2,5,Experienced,3,0,4
55,Senior,No,0,Travel_Rarely,478,Research & Development,2,3,Medical,1,1770,3,Male,60,2,5,Research Director,1,Married,19038,High Income,19805,8,Y,No,12,3,2,80,3,34,2,3,1,New Employee,0,0,0
33,Mid-Career,No,0,Non-Travel,775,Research & Development,4,3,Technical Degree,1,1771,4,Male,90,3,2,Research Scientist,2,Divorced,3055,Low Income,6194,5,Y,No,15,3,4,80,2,11,2,2,9,Veteran,8,1,7
41,Mid-Career,No,0,Travel_Rarely,548,Research & Development,9,4,Life Sciences,1,1772,3,Male,94,3,1,Laboratory Technician,1,Divorced,2289,Low Income,20520,1,Y,No,20,4,2,80,2,5,2,3,5,Experienced,3,0,4
34,Mid-Career,No,0,Non-Travel,1375,Sales,10,3,Life Sciences,1,1774,4,Male,87,3,2,Sales Executive,3,Divorced,4001,Low Income,12313,1,Y,Yes,14,3,3,80,1,15,3,3,15,Veteran,14,0,7
53,Senior,No,0,Non-Travel,661,Research & Development,1,4,Medical,1,1775,1,Female,60,2,4,Manufacturing Director,3,Married,12965,High Income,22308,4,Y,Yes,20,4,4,80,3,27,2,2,3,Experienced,2,0,2
43,Mid-Career,No,0,Travel_Rarely,244,Human Resources,2,3,Life Sciences,1,1778,2,Male,97,3,1,Human Resources,4,Single,3539,Low Income,5033,0,Y,No,13,3,2,80,0,10,5,3,9,Veteran,7,1,8
34,Mid-Career,No,0,Travel_Rarely,511,Sales,3,2,Life Sciences,1,1779,4,Female,32,1,2,Sales Executive,4,Single,6029,Medium Income,25353,5,Y,No,12,3,1,80,0,6,3,3,2,New Employee,2,2,2
21,Young,Yes,1,Travel_Rarely,337,Sales,7,1,Marketing,1,1780,2,Male,31,3,1,Sales Representative,2,Single,2679,Low Income,4567,1,Y,No,13,3,2,80,0,1,3,3,1,New Employee,0,1,0
38,Mid-Career,No,0,Travel_Rarely,1153,Research & Development,6,2,Other,1,1782,4,Female,40,2,1,Laboratory Technician,3,Married,3702,Low Income,16376,1,Y,No,11,3,2,80,1,5,3,3,5,Experienced,4,0,4
22,Young,Yes,1,Travel_Rarely,1294,Research & Development,8,1,Medical,1,1783,3,Female,79,3,1,Laboratory Technician,1,Married,2398,Low Income,15999,1,Y,Yes,17,3,3,80,0,1,6,3,1,New Employee,0,0,0
31,Mid-Career,No,0,Travel_Rarely,196,Sales,29,4,Marketing,1,1784,1,Female,91,2,2,Sales Executive,4,Married,5468,Medium Income,13402,1,Y,No,14,3,1,80,2,13,3,3,12,Veteran,7,5,7
51,Senior,No,0,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,1786,1,Female,53,3,3,Manager,3,Married,13116,High Income,22984,2,Y,No,11,3,4,80,0,15,2,3,2,New Employee,2,2,2
37,Mid-Career,No,0,Travel_Rarely,589,Sales,9,2,Marketing,1,1787,2,Male,46,2,2,Sales Executive,2,Married,4189,Low Income,8800,1,Y,No,14,3,1,80,2,5,2,3,5,Experienced,2,0,3
46,Senior,No,0,Travel_Rarely,734,Research & Development,2,4,Medical,1,1789,3,Male,46,3,5,Research Director,4,Divorced,19328,High Income,14218,7,Y,Yes,17,3,3,80,1,24,3,3,2,New Employee,1,2,2
36,Mid-Career,No,0,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,1,1790,4,Male,90,3,3,Healthcare Representative,1,Married,8321,Medium Income,25949,7,Y,Yes,13,3,4,80,1,15,1,3,12,Veteran,8,5,7
44,Mid-Career,Yes,1,Travel_Frequently,429,Research & Development,1,2,Medical,1,1792,3,Male,99,3,1,Research Scientist,2,Divorced,2342,Low Income,11092,1,Y,Yes,12,3,3,80,3,6,2,2,5,Experienced,3,2,3
37,Mid-Career,No,0,Travel_Rarely,1239,Human Resources,8,2,Other,1,1794,3,Male,89,3,2,Human Resources,2,Divorced,4071,Low Income,12832,2,Y,No,13,3,3,80,0,19,4,2,10,Veteran,0,4,7
35,Mid-Career,Yes,1,Travel_Rarely,303,Sales,27,3,Life Sciences,1,1797,3,Male,84,3,2,Sales Executive,4,Single,5813,Medium Income,13492,1,Y,Yes,18,3,4,80,0,10,2,3,10,Veteran,7,7,7
33,Mid-Career,No,0,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1,1798,4,Male,90,4,1,Research Scientist,1,Married,3143,Low Income,6076,6,Y,No,19,3,2,80,1,14,1,3,10,Veteran,8,7,6
28,Young,No,0,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,1,1799,3,Male,82,3,1,Research Scientist,4,Married,2044,Low Income,5531,1,Y,No,11,3,3,80,1,5,6,4,5,Experienced,3,0,3
39,Mid-Career,No,0,Travel_Rarely,1253,Research & Development,10,1,Medical,1,1800,3,Male,65,3,3,Research Director,3,Single,13464,High Income,7914,7,Y,No,21,4,3,80,0,9,3,3,4,Experienced,3,2,2
46,Senior,No,0,Non-Travel,849,Sales,26,2,Life Sciences,1,1801,2,Male,98,2,2,Sales Executive,2,Single,7991,Medium Income,25166,8,Y,No,15,3,3,80,0,6,3,3,2,New Employee,2,2,2
40,Mid-Career,No,0,Travel_Rarely,616,Research & Development,2,2,Life Sciences,1,1802,3,Female,99,3,1,Laboratory Technician,1,Married,3377,Low Income,25605,4,Y,No,17,3,4,80,1,7,5,2,4,Experienced,3,0,2
42,Mid-Career,No,0,Travel_Rarely,1128,Research & Development,13,3,Medical,1,1803,2,Male,95,4,2,Healthcare Representative,1,Married,5538,Medium Income,5696,5,Y,No,18,3,3,80,2,10,2,2,0,New Employee,0,0,0
35,Mid-Career,No,0,Non-Travel,1180,Research & Development,2,2,Medical,1,1804,2,Male,90,3,2,Manufacturing Director,4,Divorced,5762,Medium Income,24442,2,Y,No,14,3,3,80,1,15,6,3,7,Experienced,7,1,7
38,Mid-Career,No,0,Non-Travel,1336,Human Resources,2,3,Human Resources,1,1805,1,Male,100,3,1,Human Resources,2,Divorced,2592,Low Income,7129,5,Y,No,13,3,4,80,3,13,3,3,11,Veteran,10,3,8
34,Mid-Career,Yes,1,Travel_Frequently,234,Research & Development,9,4,Life Sciences,1,1807,4,Male,93,3,2,Laboratory Technician,1,Married,5346,Medium Income,6208,4,Y,No,17,3,3,80,1,11,3,2,7,Experienced,1,0,7
37,Mid-Career,Yes,1,Travel_Rarely,370,Research & Development,10,4,Medical,1,1809,4,Male,58,3,2,Manufacturing Director,1,Single,4213,Low Income,4992,1,Y,No,15,3,2,80,0,10,4,1,10,Veteran,3,0,8
39,Mid-Career,No,0,Travel_Frequently,766,Sales,20,3,Life Sciences,1,1812,3,Male,83,3,2,Sales Executive,4,Divorced,4127,Low Income,19188,2,Y,No,18,3,4,80,1,7,6,3,2,New Employee,1,2,2
43,Mid-Career,No,0,Non-Travel,343,Research & Development,9,3,Life Sciences,1,1813,1,Male,52,3,1,Research Scientist,3,Single,2438,Low Income,24978,4,Y,No,13,3,3,80,0,7,2,2,3,Experienced,2,1,2
41,Mid-Career,No,0,Travel_Rarely,447,Research & Development,5,3,Life Sciences,1,1814,2,Male,85,4,2,Healthcare Representative,2,Single,6870,Medium Income,15530,3,Y,No,12,3,1,80,0,11,3,1,3,Experienced,2,1,2
41,Mid-Career,No,0,Travel_Rarely,796,Sales,4,1,Marketing,1,1815,3,Female,81,3,3,Sales Executive,3,Divorced,10447,High Income,26458,0,Y,Yes,13,3,4,80,1,23,3,4,22,Veteran,14,13,5
30,Mid-Career,No,0,Travel_Rarely,1092,Research & Development,10,3,Medical,1,1816,1,Female,64,3,3,Manufacturing Director,3,Single,9667,Medium Income,2739,9,Y,No,14,3,2,80,0,9,3,3,7,Experienced,7,0,2
26,Young,Yes,1,Travel_Rarely,920,Human Resources,20,2,Medical,1,1818,4,Female,69,3,1,Human Resources,2,Married,2148,Low Income,6889,0,Y,Yes,11,3,3,80,0,6,3,3,5,Experienced,1,1,4
46,Senior,Yes,1,Travel_Rarely,261,Research & Development,21,2,Medical,1,1821,4,Female,66,3,2,Healthcare Representative,2,Married,8926,Medium Income,10842,4,Y,No,22,4,4,80,1,13,2,4,9,Veteran,7,3,7
40,Mid-Career,No,0,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,1,1822,3,Female,52,3,2,Healthcare Representative,4,Divorced,6513,Medium Income,9060,4,Y,No,17,3,4,80,1,12,3,3,5,Experienced,3,0,3
34,Mid-Career,No,0,Travel_Rarely,810,Sales,8,2,Technical Degree,1,1823,2,Male,92,4,2,Sales Executive,3,Married,6799,Medium Income,22128,1,Y,No,21,4,3,80,2,10,5,3,10,Veteran,8,4,8
58,Senior,No,0,Non-Travel,350,Sales,2,3,Medical,1,1824,2,Male,52,3,4,Manager,2,Divorced,16291,High Income,22577,4,Y,No,22,4,4,80,1,37,0,2,16,Veteran,9,14,14
35,Mid-Career,No,0,Travel_Rarely,185,Research & Development,23,4,Medical,1,1826,2,Male,91,1,1,Laboratory Technician,3,Married,2705,Low Income,9696,0,Y,No,16,3,2,80,1,6,2,4,5,Experienced,4,0,3
47,Senior,No,0,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,1,1827,3,Female,92,2,3,Manufacturing Director,2,Divorced,10333,High Income,19271,8,Y,Yes,12,3,3,80,1,28,4,3,22,Veteran,11,14,10
40,Mid-Career,No,0,Travel_Rarely,750,Research & Development,12,3,Life Sciences,1,1829,2,Female,47,3,2,Healthcare Representative,1,Divorced,4448,Low Income,10748,2,Y,No,12,3,2,80,1,15,3,3,7,Experienced,4,7,7
54,Senior,No,0,Travel_Rarely,431,Research & Development,7,4,Medical,1,1830,4,Female,68,3,2,Research Scientist,4,Married,6854,Medium Income,15696,4,Y,No,15,3,2,80,1,14,2,2,7,Experienced,1,1,7
31,Mid-Career,No,0,Travel_Frequently,1125,Sales,7,4,Marketing,1,1833,1,Female,68,3,3,Sales Executive,1,Married,9637,Medium Income,8277,2,Y,No,14,3,4,80,2,9,3,3,3,Experienced,2,2,2
28,Young,No,0,Travel_Rarely,1217,Research & Development,1,3,Medical,1,1834,3,Female,67,3,1,Research Scientist,1,Married,3591,Low Income,12719,1,Y,No,25,4,3,80,1,3,3,3,3,Experienced,2,1,2
38,Mid-Career,No,0,Travel_Rarely,723,Sales,2,4,Marketing,1,1835,2,Female,77,1,2,Sales Representative,4,Married,5405,Medium Income,4244,2,Y,Yes,20,4,1,80,2,20,4,2,4,Experienced,2,0,3
26,Young,No,0,Travel_Rarely,572,Sales,10,3,Medical,1,1836,3,Male,46,3,2,Sales Executive,4,Single,4684,Low Income,9125,1,Y,No,13,3,1,80,0,5,4,3,5,Experienced,3,1,2
58,Senior,No,0,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1,1837,1,Male,87,3,4,Research Director,3,Married,15787,High Income,21624,2,Y,Yes,14,3,2,80,0,23,3,3,2,New Employee,2,2,2
18,Young,No,0,Non-Travel,1431,Research & Development,14,3,Medical,1,1839,2,Female,33,3,1,Research Scientist,3,Single,1514,Low Income,8018,1,Y,No,16,3,3,80,0,0,4,1,0,New Employee,0,0,0
31,Mid-Career,Yes,1,Travel_Rarely,359,Human Resources,18,5,Human Resources,1,1842,4,Male,89,4,1,Human Resources,1,Married,2956,Low Income,21495,0,Y,No,17,3,3,80,0,2,4,3,1,New Employee,0,0,0
29,Young,Yes,1,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,1844,1,Male,56,2,1,Human Resources,1,Divorced,2335,Low Income,3157,4,Y,Yes,15,3,4,80,3,4,3,3,2,New Employee,2,2,0
45,Mid-Career,No,0,Non-Travel,589,Sales,2,4,Life Sciences,1,1845,3,Female,67,3,2,Sales Executive,3,Married,5154,Medium Income,19665,4,Y,No,22,4,2,80,2,10,3,4,8,Veteran,7,5,7
36,Mid-Career,No,0,Travel_Rarely,430,Research & Development,2,4,Other,1,1847,4,Female,73,3,2,Research Scientist,2,Married,6962,Medium Income,19573,4,Y,Yes,22,4,4,80,1,15,2,3,1,New Employee,0,0,0
43,Mid-Career,No,0,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,1849,1,Male,92,3,2,Sales Executive,4,Married,5675,Medium Income,19246,1,Y,No,20,4,3,80,1,7,5,3,7,Experienced,7,7,7
27,Young,No,0,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,1,1850,4,Female,53,3,1,Laboratory Technician,4,Single,2379,Low Income,19826,0,Y,Yes,14,3,3,80,0,6,3,2,5,Experienced,4,0,2
29,Young,No,0,Travel_Frequently,574,Research & Development,20,1,Medical,1,1852,4,Male,40,3,1,Laboratory Technician,4,Married,3812,Low Income,7003,1,Y,No,13,3,2,80,0,11,3,4,11,Veteran,8,3,10
32,Mid-Career,No,0,Travel_Frequently,1318,Sales,10,4,Marketing,1,1853,4,Male,79,3,2,Sales Executive,4,Single,4648,Low Income,26075,8,Y,No,13,3,3,80,0,4,2,4,0,New Employee,0,0,0
42,Mid-Career,No,0,Non-Travel,355,Research & Development,10,4,Technical Degree,1,1854,3,Male,38,3,1,Research Scientist,3,Married,2936,Low Income,6161,3,Y,No,22,4,2,80,2,10,1,2,6,Experienced,3,3,3
